item,item_label,shared_class,shared_label
Q18252442,TrnM,Q201448,transfer RNA
Q18252443,TrnN,Q201448,transfer RNA
Q18252444,TrnP,Q201448,transfer RNA
Q18252445,TrnQ,Q201448,transfer RNA
Q18252446,TrnR,Q201448,transfer RNA
Q18252447,TrnS1,Q201448,transfer RNA
Q18252448,TrnS2,Q201448,transfer RNA
Q18252449,TrnT,Q201448,transfer RNA
Q18252450,TrnV,Q201448,transfer RNA
Q18252451,TrnW,Q201448,transfer RNA
Q18252452,TrnY,Q201448,transfer RNA
Q18255121,n-THgtg2,Q201448,transfer RNA
Q18255122,n-THgtg5,Q201448,transfer RNA
Q18255123,n-THgtg3,Q201448,transfer RNA
Q18255135,n-TUtca2,Q201448,transfer RNA
Q18271833,Trp2,Q201448,transfer RNA
Q18271986,Trg1,Q201448,transfer RNA
Q18272026,n-THgtg8,Q201448,transfer RNA
Q18273838,n-TCgca40,Q201448,transfer RNA
Q18295531,Trm1,Q201448,transfer RNA
Q18323643,n-TAagc2,Q201448,transfer RNA
Q18323644,n-TAagc4,Q201448,transfer RNA
Q18323645,n-TAagc6,Q201448,transfer RNA
Q18323646,n-TAagc8,Q201448,transfer RNA
Q18323647,n-TAagc10,Q201448,transfer RNA
Q18323648,n-TAagc12,Q201448,transfer RNA
Q18323649,n-TAagc14,Q201448,transfer RNA
Q18323650,n-TAagc17,Q201448,transfer RNA
Q18323651,n-TAcgc1,Q201448,transfer RNA
Q18323652,n-TAcgc3,Q201448,transfer RNA
Q18323653,n-TAcgc5,Q201448,transfer RNA
Q18323654,n-TAcgc8,Q201448,transfer RNA
Q18323655,n-TAcgc10,Q201448,transfer RNA
Q18323656,n-TAtgc2,Q201448,transfer RNA
Q18323657,n-TAtgc4,Q201448,transfer RNA
Q18323658,n-TAtgc7,Q201448,transfer RNA
Q18323659,n-TAtgc9,Q201448,transfer RNA
Q18323660,n-TAtgc11,Q201448,transfer RNA
Q18323661,n-TRacg4,Q201448,transfer RNA
Q18323662,n-TRacg6,Q201448,transfer RNA
Q18323663,n-TRccg2,Q201448,transfer RNA
Q18323664,n-TRcct1,Q201448,transfer RNA
Q18323665,n-TRcct4,Q201448,transfer RNA
Q18323666,n-TRtcg1,Q201448,transfer RNA
Q18323667,n-TRtcg3,Q201448,transfer RNA
Q18323668,n-TRtcg5,Q201448,transfer RNA
Q18323669,n-TRtct2,Q201448,transfer RNA
Q18323670,n-TNgtt1,Q201448,transfer RNA
Q18323671,n-TNgtt3,Q201448,transfer RNA
Q18323672,n-TNgtt5,Q201448,transfer RNA
Q18323673,n-TNgtt8,Q201448,transfer RNA
Q18323674,n-TNgtt10,Q201448,transfer RNA
Q18323675,n-TNgtt12,Q201448,transfer RNA
Q18323676,n-TNgtt14,Q201448,transfer RNA
Q18323677,n-TDgtc3,Q201448,transfer RNA
Q18323678,n-TDgtc5,Q201448,transfer RNA
Q18323679,n-TDgtc7,Q201448,transfer RNA
Q18323681,n-TDgtc14,Q201448,transfer RNA
Q18323682,n-TDgtc16,Q201448,transfer RNA
Q18323683,n-TCgca2,Q201448,transfer RNA
Q18323684,n-TCgca5,Q201448,transfer RNA
Q18323685,n-TCgca7,Q201448,transfer RNA
Q18323686,n-TCgca9,Q201448,transfer RNA
Q18323687,n-TCgca11,Q201448,transfer RNA
Q18323688,n-TCgca14,Q201448,transfer RNA
Q18323689,n-TCgca17,Q201448,transfer RNA
Q18323690,n-TCgca19,Q201448,transfer RNA
Q18323691,n-TCgca22,Q201448,transfer RNA
Q18323692,n-TCgca24,Q201448,transfer RNA
Q18323693,n-TCgca25,Q201448,transfer RNA
Q18323694,n-TCgca27,Q201448,transfer RNA
Q18323695,n-TCgca29,Q201448,transfer RNA
Q18323696,n-TCgca32,Q201448,transfer RNA
Q18323697,n-TCgca34,Q201448,transfer RNA
Q18323698,n-TCgca36,Q201448,transfer RNA
Q18323699,n-TCgca41,Q201448,transfer RNA
Q18323700,n-Tcgca44,Q201448,transfer RNA
Q18323701,n-TCgca46,Q201448,transfer RNA
Q18323702,n-TCgca49,Q201448,transfer RNA
Q18323703,n-TCgca50,Q201448,transfer RNA
Q18323704,n-TCgca52,Q201448,transfer RNA
Q18323705,n-TCgca54,Q201448,transfer RNA
Q18323706,n-TCgca56,Q201448,transfer RNA
Q18323707,n-TQctg2,Q201448,transfer RNA
Q18323708,n-TQctg5,Q201448,transfer RNA
Q18323709,n-TQctg7,Q201448,transfer RNA
Q18323710,n-TQctg9,Q201448,transfer RNA
Q18323711,n-TQttg2,Q201448,transfer RNA
Q18323712,n-TQttg4,Q201448,transfer RNA
Q18323715,n-TEctc5,Q201448,transfer RNA
Q18323716,n-TEctc7,Q201448,transfer RNA
Q18323717,n-TEctc9,Q201448,transfer RNA
Q18323718,n-TEttc3,Q201448,transfer RNA
Q18323719,n-TEttc1,Q201448,transfer RNA
Q18323720,n-TEttc5,Q201448,transfer RNA
Q18323721,n-TEttc8,Q201448,transfer RNA
Q18323722,n-TGccc2,Q201448,transfer RNA
Q18323723,n-TGccc1,Q201448,transfer RNA
Q18323724,n-TGccc6,Q201448,transfer RNA
Q18323725,n-TGccc4,Q201448,transfer RNA
Q18323726,n-TGgcc3,Q201448,transfer RNA
Q18323727,n-TGgcc6,Q201448,transfer RNA
Q18323728,n-TGgcc7,Q201448,transfer RNA
Q18323729,n-TGgcc9,Q201448,transfer RNA
Q18323730,n-TGgcc12,Q201448,transfer RNA
Q18323731,n-TGgcc14,Q201448,transfer RNA
Q18323732,n-TGtcc2,Q201448,transfer RNA
Q18323733,n-TGtcc4,Q201448,transfer RNA
Q18323734,n-TGtcc7,Q201448,transfer RNA
Q18323735,n-THgtg4,Q201448,transfer RNA
Q18323736,n-THgtg7,Q201448,transfer RNA
Q18323737,n-THgtg1,Q201448,transfer RNA
Q18323738,n-TIaat4,Q201448,transfer RNA
Q18323739,n-TIaat6,Q201448,transfer RNA
Q18323740,n-TIaat8,Q201448,transfer RNA
Q18323742,n-TIaat13,Q201448,transfer RNA
Q18323743,n-TIaat15,Q201448,transfer RNA
Q18323744,n-TIaat17,Q201448,transfer RNA
Q18323745,n-TLaag3,Q201448,transfer RNA
Q18323746,n-TLaag6,Q201448,transfer RNA
Q18323747,n-TLaag7,Q201448,transfer RNA
Q18323748,n-TLcaa4,Q201448,transfer RNA
Q18323749,n-TLcaa3,Q201448,transfer RNA
Q18323750,n-TLcag2,Q201448,transfer RNA
Q18323751,n-TLcag4,Q201448,transfer RNA
Q18323752,n-TLcag6,Q201448,transfer RNA
Q18323753,n-TLcag9,Q201448,transfer RNA
Q18323754,n-TLtaa1,Q201448,transfer RNA
Q18323755,n-TLtaa3,Q201448,transfer RNA
Q18323756,n-TLtag2,Q201448,transfer RNA
Q18323757,n-TKctt3,Q201448,transfer RNA
Q11948066,,Q200538,party
Q136688892,,Q200538,party
Q136688892,,Q1656682,event
Q5436408,Farshi Pajama,Q200539,dress
Q319812,abetalipoproteinemia,Q200779,genetic disease
Q1268671,Dyggve–Melchior–Clausen syndrome,Q200779,genetic disease
Q4064296,hereditary gelsolin amyloidosis,Q200779,genetic disease
Q6458655,DNA ligase IV deficiency,Q200779,genetic disease
Q7302398,recessive dystrophic epidermolysis bullosa,Q200779,genetic disease
Q7879712,ulnar-mammary syndrome,Q200779,genetic disease
Q11781607,Native American myopathy,Q200779,genetic disease
Q16889762,multiple pterygium syndrome,Q200779,genetic disease
Q22938868,Schimke immuno-osseous dysplasia,Q200779,genetic disease
Q18323758,n-TKctt4,Q201448,transfer RNA
Q18323759,n-TKctt6,Q201448,transfer RNA
Q18323760,n-TKctt9,Q201448,transfer RNA
Q18323761,n-TKctt11,Q201448,transfer RNA
Q18323762,n-TKctt13,Q201448,transfer RNA
Q18323763,n-TKctt15,Q201448,transfer RNA
Q18323764,n-TKctt18,Q201448,transfer RNA
Q18323765,n-TKctt21,Q201448,transfer RNA
Q18323766,n-TKttt23,Q201448,transfer RNA
Q18323767,n-TKctt25,Q201448,transfer RNA
Q18323768,n-TKctt28,Q201448,transfer RNA
Q18323769,n-TKctt30,Q201448,transfer RNA
Q18323771,n-TMcat4,Q201448,transfer RNA
Q18323772,n-TMcat7,Q201448,transfer RNA
Q18323773,n-TMcat9,Q201448,transfer RNA
Q18323774,n-TMcat11,Q201448,transfer RNA
Q18323775,n-TMcat14,Q201448,transfer RNA
Q18323776,n-TMcat17,Q201448,transfer RNA
Q18323777,n-TFgaa2,Q201448,transfer RNA
Q18323778,n-TFgaa4,Q201448,transfer RNA
Q18323779,n-TFgaa7,Q201448,transfer RNA
Q18323780,n-TPagg2,Q201448,transfer RNA
Q18323781,n-TPagg3,Q201448,transfer RNA
Q18323782,n-TPagg5,Q201448,transfer RNA
Q18323783,n-TPagg7,Q201448,transfer RNA
Q18323784,n-TPtgg1,Q201448,transfer RNA
Q18323786,n-TPtgg5,Q201448,transfer RNA
Q18323787,n-TPtgg8,Q201448,transfer RNA
Q18323788,n-TSaga3,Q201448,transfer RNA
Q18323790,n-TSaga7,Q201448,transfer RNA
Q18323791,n-TSaga9,Q201448,transfer RNA
Q18323792,n-TScga1,Q201448,transfer RNA
Q18323793,n-TScga3,Q201448,transfer RNA
Q18323794,n-TSgct3,Q201448,transfer RNA
Q18323795,n-TSgct4,Q201448,transfer RNA
Q18323796,n-TSgct6,Q201448,transfer RNA
Q18323797,n-TSgct8,Q201448,transfer RNA
Q18323798,n-TStga1,Q201448,transfer RNA
Q18323799,n-Tsta1,Q201448,transfer RNA
Q18323800,n-TTagt2,Q201448,transfer RNA
Q18323802,n-TTagt6,Q201448,transfer RNA
Q18323803,n-TTagt9,Q201448,transfer RNA
Q18323804,n-TTcgt3,Q201448,transfer RNA
Q18323805,n-TTcgt5,Q201448,transfer RNA
Q18323806,n-TTtgt2,Q201448,transfer RNA
Q18323807,n-TWcca1,Q201448,transfer RNA
Q18323808,n-TWcca3,Q201448,transfer RNA
Q18323809,n-TWcca5,Q201448,transfer RNA
Q18323810,n-TWcca7,Q201448,transfer RNA
Q18323811,n-TYgta2,Q201448,transfer RNA
Q18323812,n-TYgta4,Q201448,transfer RNA
Q18323813,n-TYgta6,Q201448,transfer RNA
Q18323814,n-TYgta9,Q201448,transfer RNA
Q18323815,n-TVaac2,Q201448,transfer RNA
Q18323816,n-TVaac4,Q201448,transfer RNA
Q18323817,n-TVaac6,Q201448,transfer RNA
Q18323818,n-TVaac8,Q201448,transfer RNA
Q18323819,n-TVcac2,Q201448,transfer RNA
Q18323820,n-TVcac4,Q201448,transfer RNA
Q18323821,n-TVcac6,Q201448,transfer RNA
Q18323822,n-TVcac8,Q201448,transfer RNA
Q18323823,n-TVcac10,Q201448,transfer RNA
Q18323824,n-TVgac1,Q201448,transfer RNA
Q18323825,n-TVtac2,Q201448,transfer RNA
Q18323826,n-TMcat19,Q201448,transfer RNA
Q18323827,n-TRtct4,Q201448,transfer RNA
Q18323828,n-TCgca15,Q201448,transfer RNA
Q18323829,n-TQctg4,Q201448,transfer RNA
Q18323830,n-THgtg9,Q201448,transfer RNA
Q18323831,n-TLaag4,Q201448,transfer RNA
Q18323832,n-TKctt20,Q201448,transfer RNA
Q18323833,n-TPcgg1,Q201448,transfer RNA
Q18323834,n-TTcgt2,Q201448,transfer RNA
Q18323835,n-TAagc16,Q201448,transfer RNA
Q18323836,n-TAtgc5,Q201448,transfer RNA
Q18323837,n-TRcct3,Q201448,transfer RNA
Q18323838,n-TNgtt7,Q201448,transfer RNA
Q18323840,n-TCgca12,Q201448,transfer RNA
Q18323841,n-TCgca30,Q201448,transfer RNA
Q18323842,n-TCgca48,Q201448,transfer RNA
Q18323844,n-TEctc13,Q201448,transfer RNA
Q18323845,n-TGgcc1,Q201448,transfer RNA
Q18323846,n-TGtcc5,Q201448,transfer RNA
Q18323847,n-TIaat9,Q201448,transfer RNA
Q18323849,n-TLtag3,Q201448,transfer RNA
Q18323850,n-TKctt17,Q201448,transfer RNA
Q18323851,n-TMcat5,Q201448,transfer RNA
Q18323852,n-TFgaa5,Q201448,transfer RNA
Q18323853,n-TPtgg7,Q201448,transfer RNA
Q18323854,n-TSgct5,Q201448,transfer RNA
Q18323856,n-TTagt8,Q201448,transfer RNA
Q18323857,n-TTtgt3,Q201448,transfer RNA
Q18323858,n-TYgta1,Q201448,transfer RNA
Q18323859,n-TVaac1,Q201448,transfer RNA
Q18323860,n-TAagc19,Q201448,transfer RNA
Q18323861,n-TGgcc4,Q201448,transfer RNA
Q18323862,n-TYgta7,Q201448,transfer RNA
Q18323863,n-TAagc1,Q201448,transfer RNA
Q18323864,n-TAagc3,Q201448,transfer RNA
Q18323865,n-TAagc5,Q201448,transfer RNA
Q18323866,n-TAagc9,Q201448,transfer RNA
Q18323867,n-TAagc11,Q201448,transfer RNA
Q18323868,n-TAagc13,Q201448,transfer RNA
Q18323869,n-TAagc15,Q201448,transfer RNA
Q18323870,n-TAagc18,Q201448,transfer RNA
Q18323871,n-TAcgc2,Q201448,transfer RNA
Q18323872,n-TAcgc4,Q201448,transfer RNA
Q18323873,n-TAcgc7,Q201448,transfer RNA
Q18323874,n-TAcgc9,Q201448,transfer RNA
Q18323875,n-TAtgc1,Q201448,transfer RNA
Q18323876,n-TAtgc3,Q201448,transfer RNA
Q18323877,n-TAtgc6,Q201448,transfer RNA
Q18323878,n-TAtgc8,Q201448,transfer RNA
Q18323879,n-TAtgc10,Q201448,transfer RNA
Q18323880,n-TRacg2,Q201448,transfer RNA
Q18323881,n-TRacg5,Q201448,transfer RNA
Q18323882,n-TRccg1,Q201448,transfer RNA
Q18323883,n-TRccg3,Q201448,transfer RNA
Q18323884,n-TRcct2,Q201448,transfer RNA
Q18323885,n-TRcct5,Q201448,transfer RNA
Q18323887,n-TRtcg2,Q201448,transfer RNA
Q18323888,n-TRtcg4,Q201448,transfer RNA
Q18323889,n-TRtct1,Q201448,transfer RNA
Q18323891,n-TNgtt2,Q201448,transfer RNA
Q18323892,n-TNgtt4,Q201448,transfer RNA
Q18323893,n-TNgtt6,Q201448,transfer RNA
Q18323894,n-TNgtt9,Q201448,transfer RNA
Q18323895,n-TNgtt11,Q201448,transfer RNA
Q18323896,n-TNgtt13,Q201448,transfer RNA
Q18323897,n-TDgtc2,Q201448,transfer RNA
Q18323898,n-TDgtc4,Q201448,transfer RNA
Q18323899,n-TDgtc6,Q201448,transfer RNA
Q18323900,n-TDgtc9,Q201448,transfer RNA
Q18323903,n-TDgtc15,Q201448,transfer RNA
Q18323904,n-TCgca1,Q201448,transfer RNA
Q18323905,n-TCgca4,Q201448,transfer RNA
Q18323906,n-TCgca6,Q201448,transfer RNA
Q18323907,n-TCgca8,Q201448,transfer RNA
Q18323908,n-TCgca10,Q201448,transfer RNA
Q18323909,n-TCgca13,Q201448,transfer RNA
Q18323910,n-TCgca16,Q201448,transfer RNA
Q18323911,n-TCgca18,Q201448,transfer RNA
Q18323912,n-TCgca20,Q201448,transfer RNA
Q18323913,n-TCgca23,Q201448,transfer RNA
Q18323914,n-TCgca26,Q201448,transfer RNA
Q18323915,n-TCgca28,Q201448,transfer RNA
Q18323916,n-TCgca31,Q201448,transfer RNA
Q18323917,n-TCgca33,Q201448,transfer RNA
Q18323918,n-TCgca35,Q201448,transfer RNA
Q18323919,n-TCgca38,Q201448,transfer RNA
Q18323920,n-TCgca42,Q201448,transfer RNA
Q18323921,n-TCgca43,Q201448,transfer RNA
Q18323922,n-TCgca45,Q201448,transfer RNA
Q18323923,n-TCgca47,Q201448,transfer RNA
Q18323924,n-TCgca51,Q201448,transfer RNA
Q18323925,n-TCgca53,Q201448,transfer RNA
Q18323926,n-TCgca55,Q201448,transfer RNA
Q18323927,n-TQctg1,Q201448,transfer RNA
Q18323928,n-TQctg3,Q201448,transfer RNA
Q18323929,n-TQctg6,Q201448,transfer RNA
Q18323931,n-TQttg1,Q201448,transfer RNA
Q18323932,n-TQttg3,Q201448,transfer RNA
Q18323933,n-TQttg5,Q201448,transfer RNA
Q18323934,n-TEctc1,Q201448,transfer RNA
Q18323935,n-TEctc4,Q201448,transfer RNA
Q18323936,n-TEctc6,Q201448,transfer RNA
Q18323937,n-TEctc8,Q201448,transfer RNA
Q18323938,n-TEctc11,Q201448,transfer RNA
Q18323939,n-TEctc12,Q201448,transfer RNA
Q18323940,n-TEttc2,Q201448,transfer RNA
Q18323942,n-TEttc4,Q201448,transfer RNA
Q18323943,n-TEttc6,Q201448,transfer RNA
Q18323944,n-TGacc1,Q201448,transfer RNA
Q18323945,n-TGccc3,Q201448,transfer RNA
Q18323946,n-TGccc5,Q201448,transfer RNA
Q18323947,n-TGccc7,Q201448,transfer RNA
Q18323948,n-TGgcc2,Q201448,transfer RNA
Q18323949,n-TGgcc5,Q201448,transfer RNA
Q18323950,n-TGgcc8,Q201448,transfer RNA
Q18323951,n-TGgcc11,Q201448,transfer RNA
Q18323952,n-TGgcc13,Q201448,transfer RNA
Q18323953,n-TGtcc1,Q201448,transfer RNA
Q18323954,n-TGtcc3,Q201448,transfer RNA
Q18323955,n-TGtcc6,Q201448,transfer RNA
Q18323956,n-THatg1,Q201448,transfer RNA
Q18323957,n-THgtg6,Q201448,transfer RNA
Q18323959,n-TIaat2,Q201448,transfer RNA
Q18323960,n-TIaat3,Q201448,transfer RNA
Q18323961,n-TIaat5,Q201448,transfer RNA
Q18323962,n-TIaat7,Q201448,transfer RNA
Q18323964,n-TIaat12,Q201448,transfer RNA
Q18323966,n-TIaat16,Q201448,transfer RNA
Q18323967,n-TLaag2,Q201448,transfer RNA
Q18323968,n-TLaag5,Q201448,transfer RNA
Q18323969,n-TLaag8,Q201448,transfer RNA
Q18323970,n-TLcaa1,Q201448,transfer RNA
Q18323971,n-TLcag1,Q201448,transfer RNA
Q18323972,n-TLcag3,Q201448,transfer RNA
Q18323973,n-TLcag5,Q201448,transfer RNA
Q18323974,n-TLcag8,Q201448,transfer RNA
Q18323975,n-TLcag10,Q201448,transfer RNA
Q18323977,n-TLtag1,Q201448,transfer RNA
Q18323978,n-TKctt1,Q201448,transfer RNA
Q18323979,n-TKctt2,Q201448,transfer RNA
Q18323980,n-TKctt5,Q201448,transfer RNA
Q18323981,n-TKctt7,Q201448,transfer RNA
Q18323982,n-TKctt10,Q201448,transfer RNA
Q18323983,n-TKctt12,Q201448,transfer RNA
Q18323984,n-TKctt14,Q201448,transfer RNA
Q18323985,n-TKctt16,Q201448,transfer RNA
Q18323986,n-TKctt19,Q201448,transfer RNA
Q18323988,n-TKctt24,Q201448,transfer RNA
Q18323990,n-TKctt27,Q201448,transfer RNA
Q18323991,n-TKctt29,Q201448,transfer RNA
Q18323992,n-TMcat1,Q201448,transfer RNA
Q18323994,n-TMcat6,Q201448,transfer RNA
Q18323997,n-TMcat13,Q201448,transfer RNA
Q18323998,n-TMcat16,Q201448,transfer RNA
Q18323999,n-TMcat18,Q201448,transfer RNA
Q18324001,n-TFgaa3,Q201448,transfer RNA
Q18324002,n-TFgaa6,Q201448,transfer RNA
Q18324003,n-TPagg1,Q201448,transfer RNA
Q18324004,n-TPagg4,Q201448,transfer RNA
Q18324005,n-TPagg6,Q201448,transfer RNA
Q18324006,n-TPcgg3,Q201448,transfer RNA
Q18324007,n-TPtgg2,Q201448,transfer RNA
Q18324008,n-TPtgg4,Q201448,transfer RNA
Q18324009,n-TPtgg6,Q201448,transfer RNA
Q18324010,n-TUtca1,Q201448,transfer RNA
Q18324011,n-TSaga4,Q201448,transfer RNA
Q18324014,n-TSaga2,Q201448,transfer RNA
Q18324015,n-TScga2,Q201448,transfer RNA
Q18324016,n-TSgct2,Q201448,transfer RNA
Q18324017,n-TSgct7,Q201448,transfer RNA
Q18324018,n-TSgga1,Q201448,transfer RNA
Q18324019,n-TStga3,Q201448,transfer RNA
Q18324020,n-TTagt1,Q201448,transfer RNA
Q18324021,n-TTagt3,Q201448,transfer RNA
Q18324022,n-TTagt5,Q201448,transfer RNA
Q18324023,n-TTagt7,Q201448,transfer RNA
Q18324024,n-TTcgt1,Q201448,transfer RNA
Q18324025,n-TTcgt4,Q201448,transfer RNA
Q18324026,n-TTtgt1,Q201448,transfer RNA
Q18324027,n-TTtgt4,Q201448,transfer RNA
Q18324028,n-TWcca2,Q201448,transfer RNA
Q18324029,n-TWcca4,Q201448,transfer RNA
Q18324030,n-TWcca6,Q201448,transfer RNA
Q18324031,n-TWcca8,Q201448,transfer RNA
Q18324032,n-TYgta3,Q201448,transfer RNA
Q18324033,n-TYgta5,Q201448,transfer RNA
Q18324034,n-TYgta8,Q201448,transfer RNA
Q18324035,n-TYgta10,Q201448,transfer RNA
Q18324036,n-TVaac3,Q201448,transfer RNA
Q18324037,n-TVaac5,Q201448,transfer RNA
Q18324038,n-TVaac7,Q201448,transfer RNA
Q18324039,n-TVcac1,Q201448,transfer RNA
Q18324042,n-TVcac7,Q201448,transfer RNA
Q18324043,n-TVcac9,Q201448,transfer RNA
Q18324044,n-TVcac11,Q201448,transfer RNA
Q18324045,n-TVtac1,Q201448,transfer RNA
Q18324046,n-TVtac3,Q201448,transfer RNA
Q18324047,n-TRacg1,Q201448,transfer RNA
Q18324048,n-TDgtc8,Q201448,transfer RNA
Q18324049,n-TCgca37,Q201448,transfer RNA
Q18324050,n-TEctc10,Q201448,transfer RNA
Q18324051,n-TLtaa4,Q201448,transfer RNA
Q18324052,n-TMcat12,Q201448,transfer RNA
Q18324053,n-TSgct1,Q201448,transfer RNA
Q18324054,n-TAagc7,Q201448,transfer RNA
Q18324055,n-TAcgc6,Q201448,transfer RNA
Q18324056,n-TRacg3,Q201448,transfer RNA
Q18324057,n-TRtct5,Q201448,transfer RNA
Q18324059,n-TCgca3,Q201448,transfer RNA
Q18324060,n-TCgca21,Q201448,transfer RNA
Q18324061,n-TCgca39,Q201448,transfer RNA
Q18324062,n-TCgca57,Q201448,transfer RNA
Q18324063,n-TEctc3,Q201448,transfer RNA
Q18324065,n-TGgcc10,Q201448,transfer RNA
Q18324066,n-TIaat1,Q201448,transfer RNA
Q18324067,n-TLaag1,Q201448,transfer RNA
Q18324068,n-TLcag7,Q201448,transfer RNA
Q18324069,n-TKctt8,Q201448,transfer RNA
Q18324070,n-TKctt26,Q201448,transfer RNA
Q18324071,n-TMcat15,Q201448,transfer RNA
Q18324072,n-TPcgg2,Q201448,transfer RNA
Q20763958,TRNAG1,Q201448,transfer RNA
Q20776633,TRR,Q201448,transfer RNA
Q20863595,Trnal-aag,Q201448,transfer RNA
Q20863596,Trnal-uag,Q201448,transfer RNA
Q20863597,Trnam-cau,Q201448,transfer RNA
Q20863598,Trnas-uga,Q201448,transfer RNA
Q20863599,Trnap-cgg,Q201448,transfer RNA
Q20863600,Trnaa-ugc,Q201448,transfer RNA
Q20863601,Trnah-gug,Q201448,transfer RNA
Q20863602,Trnaq-cug,Q201448,transfer RNA
Q20863603,Trnar-acg,Q201448,transfer RNA
Q20863604,Trnar-ccu,Q201448,transfer RNA
Q20863605,Trnas-gcu,Q201448,transfer RNA
Q20863606,Trnastop-uca,Q201448,transfer RNA
Q20864126,Trnad-auc,Q201448,transfer RNA
Q24586318,TRNAS-UGA,Q201448,transfer RNA
Q24586319,TRNAT-GGU,Q201448,transfer RNA
Q24586320,TRNAD-AUC,Q201448,transfer RNA
Q24586321,TRNAR-CCG,Q201448,transfer RNA
Q24586322,TRNAG-ACC,Q201448,transfer RNA
Q24590112,trnY-gua,Q201448,transfer RNA
Q24590117,trnG-ucc,Q201448,transfer RNA
Q24591233,TRNAI-UAU,Q201448,transfer RNA
Q24591234,TRNAS-GGA,Q201448,transfer RNA
Q24591235,TRNAT-AGU,Q201448,transfer RNA
Q24591236,TRNAK-CUU,Q201448,transfer RNA
Q24591237,TRNAR-ACG,Q201448,transfer RNA
Q24591238,TRNAS-GCU,Q201448,transfer RNA
Q24591239,TRNASTOP-UUA,Q201448,transfer RNA
Q24593746,trnT-ugu,Q201448,transfer RNA
Q24593856,TRNAL-UAA,Q201448,transfer RNA
Q24593857,TRNAI-GAU,Q201448,transfer RNA
Q24593858,TRNAS-AGA,Q201448,transfer RNA
Q24593859,TRNAP-CGG,Q201448,transfer RNA
Q24593860,TRNAK-UUU,Q201448,transfer RNA
Q24593861,TRNAW-CCA,Q201448,transfer RNA
Q24593862,TRNAS-ACU,Q201448,transfer RNA
Q24598780,trnA-ugc,Q201448,transfer RNA
Q24598782,trnS-gcu,Q201448,transfer RNA
Q24598783,trnD-guc,Q201448,transfer RNA
Q24598786,trnM-cau,Q201448,transfer RNA
Q24598789,TRNAF-GAA,Q201448,transfer RNA
Q24598790,TRNAI-AAU,Q201448,transfer RNA
Q24598791,TRNAV-CAC,Q201448,transfer RNA
Q24598794,TRNAY-AUA,Q201448,transfer RNA
Q24598795,TRNAN-GUU,Q201448,transfer RNA
Q24598796,TRNAC-GCA,Q201448,transfer RNA
Q24598797,TRNAR-CCU,Q201448,transfer RNA
Q24603888,trnS-uga,Q201448,transfer RNA
Q24603890,trnH-gug,Q201448,transfer RNA
Q24603891,trnC-gca,Q201448,transfer RNA
Q24603893,TRNAF-AAA,Q201448,transfer RNA
Q24603894,TRNAL-CAG,Q201448,transfer RNA
Q24603895,TRNAV-UAC,Q201448,transfer RNA
Q24603896,TRNAA-CGC,Q201448,transfer RNA
Q24603897,TRNAN-AUU,Q201448,transfer RNA
Q24603898,TRNAC-ACA,Q201448,transfer RNA
Q24603899,TRNAR-UCU,Q201448,transfer RNA
Q24609023,trnP-ugg,Q201448,transfer RNA
Q24609025,trnE-uuc,Q201448,transfer RNA
Q24609026,trnW-uca,Q201448,transfer RNA
Q24609029,trnQ-uug,Q201448,transfer RNA
Q24609039,trnF-gaa,Q201448,transfer RNA
Q24609041,TRNAL-UAG,Q201448,transfer RNA
Q24609042,TRNAV-GAC,Q201448,transfer RNA
Q24609043,TRNAA-UGC,Q201448,transfer RNA
Q24609045,TRNAQ-CUG,Q201448,transfer RNA
Q24609046,TRNAE-CUC,Q201448,transfer RNA
Q24609047,TRNASTOP-CUA,Q201448,transfer RNA
Q24614074,trnR-ucg,Q201448,transfer RNA
Q24614075,trnI-gau,Q201448,transfer RNA
Q24614076,TRNAL-GAG,Q201448,transfer RNA
Q24614078,TRNAP-UGG,Q201448,transfer RNA
Q24614081,TRNAA-GGC,Q201448,transfer RNA
Q24614082,TRNAQ-UUG,Q201448,transfer RNA
Q24614083,TRNAE-UUC,Q201448,transfer RNA
Q24614085,TRNASTOP-UCA,Q201448,transfer RNA
Q24619123,trnL-uag,Q201448,transfer RNA
Q24619124,trnN-guu,Q201448,transfer RNA
Q24619774,TRNAL-AAG,Q201448,transfer RNA
Q24619775,TRNAP-GGG,Q201448,transfer RNA
Q24619776,TRNAA-AGC,Q201448,transfer RNA
Q24619777,TRNAH-GUG,Q201448,transfer RNA
Q24619779,TRNAD-GUC,Q201448,transfer RNA
Q24619781,TRNAG-CCC,Q201448,transfer RNA
Q24624055,trnV-uac,Q201448,transfer RNA
Q26241692,TRNAC-GCA,Q201448,transfer RNA
Q26241917,TRM-CAT5-2,Q201448,transfer RNA
Q26242072,TRNAL-CAA,Q201448,transfer RNA
Q26242848,TRNAG-CCC,Q201448,transfer RNA
Q26244136,TRNAK-UUU,Q201448,transfer RNA
Q26244195,TRNAQ-CUG,Q201448,transfer RNA
Q26244785,TRNAD-GUC,Q201448,transfer RNA
Q26246297,TRNAF-GAA,Q201448,transfer RNA
Q26247763,TRNAL-AAG,Q201448,transfer RNA
Q27107784,n-TEctc2,Q201448,transfer RNA
Q27107798,n-TFgaa1,Q201448,transfer RNA
Q27107799,n-TRtct3,Q201448,transfer RNA
Q27107800,n-TSaga1,Q201448,transfer RNA
Q27107801,n-TLcaa2,Q201448,transfer RNA
Q27107802,n-TMcat8,Q201448,transfer RNA
